TERM_CODE	TERM_DESCRIPTION	SCHOOL_NAME	DEPARTMENT	SUBJECT_ID	SUBJECT_TITLE	INSTRUCTOR_NAME	MATERIAL_TITLE	MATERIAL_AUTHOR_NAME	MATERIAL_ISBN	MATERIAL_PUBLISHER	MATERIAL_YEAR
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	21M.342 Compilation CD 1				   0
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	21M.342 Compilation CD 2				   0
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	21M.342 Compilation CD 3				   0
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	21M.342 Compilation CD 4				   0
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	The atomic Mr. Basie [sound recording] : the complete atomic Basie : E = MC? = Count Basie Orchestr	Basie, Count, 1904-1984. prf	724382863526	Hollywood, CA : Roulette Jazz, p1994.	1994
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	April in Paris [sound recording] / Count Basie and his orchestra.	Basie, Count, 1904-1984. prf	731452140227	New York : Verve, p1997.	1997
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Atomic swing [sound recording].	Basie, Count, 1904-1984. prf		New York, N.Y. : Capitol Records, p1999.	1999
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Live in Addis [sound recording] / Either/Orchestra.	Either/Orchestra.	3341348601212	Paris : Buda Musique [2004]	2004
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Anatomy of a murder [sound recording] / Duke Ellington.	Ellington, Duke, 1899-1974.	074646556924	New York : Sony, p1999, 1959.	1999
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Second sacred concert [sound recording] / Duke Ellington.	Ellington, Duke, 1899-1974. prf		Berkeley, CA : Prestige, p1990, c1974.	1990
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	The complete RCA Victor recordings [sound recording] / Dizzy Gillespie.	Gillespie, Dizzy, 1917-1993. itr	078636652825	New York, N.Y. : Bluebird : Distributed by BMG Music, [1995]	1995
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	The Duke Ellington Carnegie Hall concerts January 1943 [sound recording].	Ellington, Duke, 1899-1974. prf		Berkeley, Calif. : Prestige, p1977.	1977
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Lee Konitz meets Jimmy Giuffre [sound recording].	Konitz, Lee. prf		[New York, N.Y.?] : Verve Records : Polygram Records, Inc., c1996.	1996
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Birks works [sound recording] : the Verve big-band sessions / Dizzy Gillespie.	Gillespie, Dizzy, 1917-1993.	731452790026	New York, N.Y. : PolyGram Records : Verve Records [distributor], p1995.	1995
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	International Sweethearts of Rhythm [sound recording] : Hot licks, 1944-1946	International Sweethearts of Rhythm. prf		Middlesex, England : Submarine Records, 2006	2006
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Ebony concerto [sound recording] / Woody Herman and his orchestra.	Herman, Woody, 1913-1987.	5019317070182	Enfield, Middlesex, England : Sounds of Yester Year : marketed by Submarine Records, [2006].	2006
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Trumpet madness [sound recording].	Harvey, Mark Sumner, 1946-		[Massachusetts?] : Leo Records, p2005.	2005
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Straight ahead [sound recording].	Basie, Count, 1904-1984.		New York : GRP Records, [1998?]	1998
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Three suites [sound recording] / Duke Ellington.	Ellington, Duke, 1899-1974.	074644682526	New York : Columbia, p1990.	1990
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Mingus Big Band 93 [sound recording]	Mingus Big Band.	6491165592	[Canada?] : Dreyfus Jazz, p1993.	1993
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Bethlehem counterpoint [sound recording] / The Aardvark Jazz Orchestra.	Aardvark Jazz Orchestra. prf		[Mass.?] : Aardmuse, p2002.	2002
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	No walls [sound recording] : A Christmas concert / the Aardvark Jazz Orchestra.	Aardvark Jazz Orchestra. prf		[Mass.?] : Aardmuse, p2007.	2007
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Adventures in sound [sound recording] / Pete Rugolo and his orchestra.	Rugolo, Pete, 1915-		[Barcelona] Spain : Fresh Sound Records, p2006.	2006
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	The blues and the abstract truth [sound recording] / Oliver Nelson.	Nelson, Oliver, 1932-1975. cmp prf	011105015424	New York, NY : Impulse! : Uni Distribution, p1995.	1995
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Word of mouth [sound recording] / Jaco Pastorius.	Pastorius, Jaco. cmp prf	075992353526	[Burbank, Calif.] : Warner Bros. Records, [1988?], p1981.	1988
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	The birthday concert [sound recording] / Jaco Pastorius.	Pastorius, Jaco. prf	093624529026	Burbank, CA : Warner Bros., p1995.	1995
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Jazz composition and arranging / Tom Boras.	Boras, Tom.	0534252613	Belmont, CA : Thomson/Schirmer, c2005.	2005
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Far East suite [sound recording] / [composed by Duke Ellington and Billy Strayhorn, arranged by Anth	Ellington, Duke, 1899-1974.		San Francisco : Asian Improv, [1999]	1999
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	The Far East suite [sound recording] : special mix / Duke Ellington.	Ellington, Duke, 1899-1974.	7863665512	New York : Bluebird : RCA : Distributed by BMG Music, p1995.	1995
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	The best of the Duke Ellington centennial edition [sound recording] : the complete RCA Victor record	Ellington, Duke, 1899-1974.	090266345922	New York : RCA Victor : Distributed in the United States by BMG Distribution, p1999.	1999
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Six compositions (GTM) 2001 [sound recording] / Anthony Braxton.	Braxton, Anthony.	759237005028	San Leandro, CA : Rastascan Records, p2001.	2001
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Actions [sound recording].	Cherry, Don. prf	750447360624	[Denmark] : Intuition, p2001.	2001
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	The complete Decca recordings [sound recording] / Count Basie.	Basie, Count, 1904-1984. itr	011105061124	New York, N.Y. : GRP, p1992.	1992
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Swing that music! [sound recording].			Washington, D.C. : Smithsonian Collection of Recordings, p1993.	1993
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Early Ellington [sound recording].	Ellington, Duke, 1899-1974.	011105064026	New York, N.Y. : GRP, p1994.	1994
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Private collection [sound recording] / Edward Kennedy Duke Ellington.	Ellington, Duke, 1899-1974.		New York : LMR Records, p1987.	1987
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Claude Thornhill and his orchestra 1947 [sound recording] / [arrangements by Gil Evans].	Claude Thornhill Orchestra.		Burbank, CA : Hindsight Records, p1978.	1978
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Transformations [sound recording].	MIT Festival Jazz Ensemble. prf		[Cambridge, Mass. : Massachusetts Institute of Technology, 2004]	2004
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	The complete Pacific Jazz recordings of Gerald Wilson and his orchestra [sound recording].	Wilson, Gerald. cnd		Stamford, Conn. : Mosaic Records, 2000.	2000
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Bill Evans and orchestra [sound recording].	Evans, Bill, 1929-1980. prf	436028692149	[S.l.] : Gambit Records, [2005]	2005
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Pilgrimage to obscurity [sound recording] / Vinny Golia Large Ensemble.	Vinny Golia Large Ensemble. prf		Beverly Hills, Calif. : 9 Winds, 1990.	1990
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Benny Golson's New York scene [sound recording].	Golson, Benny. prf		Berkeley, Calif. : Contemporary Records : Distributed by Fantasy, Inc., p1988.	1988
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Complete big band studio recordings [sound recording] / Oscar Pettiford.	Pettiford, Oscar, 1922-1960. prf		[Barcelona, Spain?] : Lone Hill Jazz, 2005.	2005
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Sing, sing, sing [sound recording] / Benny Goodman and his orchestra.	Goodman, Benny, 1909-1986. prf	7863556302	New York, N.Y. : Bluebird, p1987.	1987
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Liberation Music Orchestra [sound recording] / Charlie Haden.	Haden, Charlie. prf arr		New York, NY : Impulse, p1996, c1970.	1996
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Aardvark steps out [sound recording] / Mark Harvey & the Aardvark Jazz Orchestra.	Harvey, Mark Sumner, 1946-		Beverly Hills, CA : 9 Winds, p1993.	1993
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	The seeker [sound recording] / all compositions by Mark S. Harvey.	Harvey, Mark Sumner, 1946-		[Massachusetts?] : Leo Records Laboratory, p2000.	2000
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Paintings [sound recording] : for jazz orchestra / music by Mark S. Harvey ; [performed by] Mark Har	Harvey, Mark Sumner, 1946-		[Massachusetts?] : Leo Records, p1995.	1995
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	The tale of the sky swimmer [sound recording] / MIT Festival Jazz Ensemble.	MIT Festival Jazz Ensemble. prf		[Cambridge, Mass.] : HerbMIT Productions, p2002.	2002
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Let my children hear music [sound recording] / Charles Mingus.	Mingus, Charles, 1922-		New York, N.Y. : Columbia, [1992], p1972.	1992
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	The black saint and the sinner lady [sound recording] / Charles Mingus.	Mingus, Charles, 1922- itr cmp		New York : Impulse!, p1995.	1995
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Blues & roots [sound recording] / Charles Mingus.	Mingus, Charles, 1922- prf cmp		New York : Atlantic, p1998.	1998
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.342	Composing for Jazz Orchestra	Harvey, Mark	Flexology [sound recording].	MIT Festival Jazz Ensemble. prf		[Cambridge, Mass. : Massachusetts Institute of Technology, 2005]	2005
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.351	Music Composition	Child, Peter	Orchestration.	Piston, Walter, 1894-1976.		New York, Norton [1955]	1955
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.351	Music Composition	Child, Peter	The study of orchestration / Samuel Adler.	Adler, Samuel, 1928-	0393958078	New York : W.W. Norton, c1989.	1989
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.351	Music Composition	Child, Peter	The study of orchestration / Samuel Adler.	Adler, Samuel, 1928-	039397572X	New York : W.W. Norton, c2002.	2002
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.566	Audio Process by People&Machin	Vercoe, Barry	Perception and cognition of music / edited by Irene Deliege, John Sloboda.		0863774520	Hove, East Sussex : Psychology Press, c1997.	1997
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.566	Audio Process by People&Machin	Vercoe, Barry	An introduction to the psychology of hearing / Brian C.J. Moore.	Moore, Brian C. J.	0125056281 (alk. paper)	Amsterdam ; Boston : Academic Press, c2004.	2004
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.566	Audio Process by People&Machin	Vercoe, Barry	Listening : an introduction to the perception of auditory events / Stephen Handel.	Handel, Stephen.	0262081792	Cambridge, Mass. : MIT Press, c1989.	1989
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.711	Production Seminar	Ouellette	Caesar : a life in western culture / Maria Wyke.	Wyke, Maria.	9780226921532 (cloth : alk. paper)	Chicago : The University of Chicago Press, 2008.	2008
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.711	Production Seminar	Ouellette	Julius Caesar in western culture / edited by Maria Wyke.		9781405125987 (hard cover : alk. paper)	Malden, Mass. : Blackwell Pub., 2006.	2006
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.A12	Arts at MIT and Boston	Small, David	Der Freischutz [sound recording] / Carl Maria von Weber.	Weber, Carl Maria von, 1786-1826.	2894263192	New York : Philips, 1991.	1991
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.A12	Arts at MIT and Boston	Small, David	Der Freischutz; a romantic opera in three acts. Libretto by Friedrich Kind. Music by Carl Maria von	Weber, Carl Maria von, 1786-1826.		New York, G. Schirmer [1932]	1932
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Music and Theater Arts	21M.A12	Arts at MIT and Boston	Small, David	Der Freischutz, romantische Oper in drei Aufzugen / Gedichte von Fr. Kind.	Weber, Carl Maria von, 1786-1826.		Berlin : Schlesinger, 1969.	1969
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	Individualism and economic order, [Essays].	Hayek, Friedrich A. von (Friedrich August), 1899-		[Chicago] University of Chicago Press [1948]	1948
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	The second treatise on civil government / John Locke.	Locke, John, 1632-1704.	0879753374	Buffalo, New York : Prometheus Books, 1986.	1986
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	Essays on Marx's theory of value. Translated by Milos Samardzija and Fredy Perlman from the third	Rubin, Isaak Il?ich, 1886-		Detroit, Mich., Black & Red, 1972.	1972
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	The Marx-Engels reader / edited by Robert C. Tucker.		0393056848 :	New York : Norton, c1978.	1978
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	The Marx-Engels reader. Edited by Robert C. Tucker.	Marx, Karl, 1818-1883.	0393054578	New York, Norton [1972]	1972
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	The new spirit of capitalism / Luc Boltanski and Eve Chiapello ; translated by Gregory Elliott.	Boltanski, Luc.	1859845541 (hardback : alk. paper)	London ; New York : Verso, 2005.	2005
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	The economic approach to human behavior / Gary S. Becker.	Becker, Gary Stanley, 1930-	0226041115 :	Chicago : University of Chicago Press, 1976.	1976
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	The structure of scientific revolutions / Thomas S. Kuhn.	Kuhn, Thomas S.	0226458075 (cloth : alk. paper)	Chicago, IL : University of Chicago Press, 1996.	1996
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	The great transformation. Foreword by Robert M. MacIver.	Polanyi, Karl, 1886-1964.		Boston, Beacon Press [1957, c1944]	1957
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	The great transformation	Polanyi, Karl, 1886-1964.		New York, Toronto, Farrar & Rinehart, inc. [1944] xiii, [1], 305 p.	1944
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	Culture and practical reason / Marshall Sahlins.	Sahlins, Marshall David, 1930-	0226733599 :	Chicago : University of Chicago Press, 1976.	1976
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	Beyond continuity : institutional change in advanced political economies / edited by Wolfgang Streec		0199280452 (alk. paper)	Oxford ; New York : Oxford University Press, 2005.	2005
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	The Protestant ethic and the spirit of capitalism. Translated by Talcott Parsons. With a foreword by	Weber, Max, 1864-1920.		New York, Scribner [1958]	1958
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	Institutions, institutional change, and economic performance / Douglass C. North.	North, Douglass Cecil.	0521394163	Cambridge ; New York : Cambridge University Press, 1990.	1990
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	Varieties of capitalism : the institutional foundations of comparative advantage / edited by Peter A		0199247757 (pbk.)	Oxford [England] ; New York : Oxford University Press, 2001.	2001
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	The new economic sociology : a reader / edited by Frank Dobbin.		069104905X (cloth : alk. paper)	Princeton, N.J. : Princeton University Press, c2004.	2004
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	The general theory of employment, interest and money.	Keynes, John Maynard, 1883-1946.		New York, Harcourt, Brace, 1936.	1936
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	Prison notebooks / Antonio Gramsci ; edited with introduction by Joseph A. Buttigieg ; translated by	Gramsci, Antonio, 1891-1937.	0231060823 (v. 1)	New York : Columbia University Press, c1992-<2007>	1992
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	The logic of collective action; public goods and the theory of groups [by] Mancur Olson, Jr.	Olson, Mancur.		Cambridge, Mass., Harvard University Press, 1965.	1965
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	The world is flat : a brief history of the twenty-first century / Thomas L. Friedman.	Friedman, Thomas L.	0374292795 (hardcover : alk. paper)	New York : Farrar, Straus and Giroux, 2006.	2006
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	Theories of value and distribution since Adam Smith : ideology and economic theory / by Maurice Dobb	Dobb, Maurice Herbert, 1900-	0521099366	Cambridge [England] ; New York : Cambridge University Press, 1975.	1975
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	Capitalism and freedom / Milton Freedman, with the assistance of Rose D. Friedman ; with a new prefa	Friedman, Milton, 1912-	0226264017 (pbk.) :	Chicago : University of Chicago Press, 1982.	1982
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	The political economy of Marx / M.C. Howard and J.E. King.	Howard, Michael Charles, 1945-	0582296277 (pbk.) :	London ; New York : Longman, 1985.	1985
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.100	Pol Econ I:Theor of State&Econ	Berger, Suzanne and Michael Piore	Four essays on liberty.	Berlin, Isaiah, Sir.	0195002725	London, New York [etc.] Oxford University P., 1969.	1969
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.195	Globalization	Berger, Suzanne	The world is flat : a brief history of the twenty-first century / Thomas L. Friedman.	Friedman, Thomas L.	0374292795 (hardcover : alk. paper)	New York : Farrar, Straus and Giroux, 2006.	2006
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.195	Globalization	Berger, Suzanne	Blue-collar blues : is trade to blame for rising US income inequality? / Robert Z. Lawrence.	Lawrence, Robert Z., 1949-	9780881324143 (alk. paper)	Washington, DC : Peterson Institute for International Economics, 2008.	2008
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.195	Globalization	Berger, Suzanne	Structuring politics : historical institutionalism in comparative analysis / edited by Sven Steinmo,		0521417805	Cambridge [England] ; New York : Cambridge University Press, c1992.	1992
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.195	Globalization	Berger, Suzanne	Globalization and its discontents / Joseph E. Stiglitz.	Stiglitz, Joseph E.	0393051242	New York : W.W. Norton, c2002.	2002
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.195	Globalization	Berger, Suzanne	The travels of a t-shirt in the global economy : an economist examines the markets, power and politi	Rivoli, Pietra.	0471648493 (cloth)	Hoboken, N.J. : John Wiley & Sons, c2005.	2005
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.195	Globalization	Berger, Suzanne	Why globalization works / Martin Wolf.	Wolf, Martin, 1946-	0300102526 (cl. : alk. paper)	New Haven : Yale University Press, c2004.	2004
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.195	Globalization	Berger, Suzanne	The great transformation	Polanyi, Karl, 1886-1964.		New York, Toronto, Farrar & Rinehart, inc. [1944] xiii, [1], 305 p.	1944
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.195	Globalization	Berger, Suzanne	The great transformation. Foreword by Robert M. MacIver.	Polanyi, Karl, 1886-1964.		Boston, Beacon Press [1957, c1944]	1957
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.195	Globalization	Berger, Suzanne	Golden fetters : the gold standard and the Great Depression, 1919-1939 / Barry Eichengreen.	Eichengreen, Barry J.	0195064313 (acid-free paper)	New York : Oxford University Press, 1992.	1992
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.195	Globalization	Berger, Suzanne	The great illusion; a study of the relation of military power to national advantage, by Norman Angel	Angell, Norman, Sir, 1874-1967.		New York, London, G.P. Putnam's sons, 1913.	1913
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.195	Globalization	Berger, Suzanne	The great illusion; a study of the relation of military power in nations to their economic and socia	Angell, Norman, Sir, 1874-1967.		New York, London, G. P. Putnam's Sons, 1911.	1911
2009FA	Fall Term 2008-2009	Hum, Arts & Social Sciences	Political Science	17.195	Globalization	Berger, Suzanne	Globalization in question : the interational economy and the possibilities of governance / Paul Hirs	Hirst, Paul Q.	0745621635 (alk. paper)	Cambridge : Polity Press ; Malden, MA : Blackwell Publishers, 1999.	1999
